ID,Manufacturer,Model,Capacity,Carrier,Brand New Price,Like New Price,Good Price,Minor Damage Price,Damaged Price,Deeplink
1320-9-25-6,Samsung,Galaxy Z Fold5,512GB,T-Mobile,235.0,185.0,155.0,23.0,10.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-z-fold5
1320-7-25-6,Samsung,Galaxy Z Fold5,512GB,Verizon,235.0,185.0,155.0,23.0,10.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-z-fold5
1320-16-25-6,Samsung,Galaxy Z Fold5,512GB,Unlocked,385.0,335.0,305.0,53.0,10.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-z-fold5
1320-6-26-6,Samsung,Galaxy Z Fold5,1TB,AT&T,305.0,255.0,225.0,45.0,10.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-z-fold5
1320-9-26-6,Samsung,Galaxy Z Fold5,1TB,T-Mobile,255.0,205.0,175.0,25.0,10.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-z-fold5
1320-7-26-6,Samsung,Galaxy Z Fold5,1TB,Verizon,255.0,205.0,175.0,25.0,10.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-z-fold5
1320-16-26-6,Samsung,Galaxy Z Fold5,1TB,Unlocked,405.0,355.0,325.0,55.0,10.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-z-fold5
1563-6-10-6,Samsung,Galaxy Z Fold6,256GB,AT&T,440.0,390.0,310.0,90.0,10.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-z-fold6
1563-9-10-6,Samsung,Galaxy Z Fold6,256GB,T-Mobile,390.0,340.0,260.0,90.0,10.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-z-fold6
1563-7-10-6,Samsung,Galaxy Z Fold6,256GB,Verizon,190.0,140.0,60.0,15.0,10.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-z-fold6
1563-16-10-6,Samsung,Galaxy Z Fold6,256GB,Unlocked,540.0,490.0,410.0,125.0,10.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-z-fold6
1563-6-25-6,Samsung,Galaxy Z Fold6,512GB,AT&T,480.0,430.0,350.0,95.0,10.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-z-fold6
1563-9-25-6,Samsung,Galaxy Z Fold6,512GB,T-Mobile,430.0,380.0,300.0,95.0,10.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-z-fold6
1563-7-25-6,Samsung,Galaxy Z Fold6,512GB,Verizon,230.0,180.0,100.0,20.0,10.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-z-fold6
1563-16-25-6,Samsung,Galaxy Z Fold6,512GB,Unlocked,580.0,530.0,450.0,130.0,10.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-z-fold6
1563-6-26-6,Samsung,Galaxy Z Fold6,1TB,AT&T,510.0,460.0,380.0,100.0,10.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-z-fold6
1563-9-26-6,Samsung,Galaxy Z Fold6,1TB,T-Mobile,460.0,410.0,330.0,100.0,10.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-z-fold6
1563-7-26-6,Samsung,Galaxy Z Fold6,1TB,Verizon,250.0,210.0,130.0,25.0,10.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-z-fold6
1563-16-26-6,Samsung,Galaxy Z Fold6,1TB,Unlocked,610.0,560.0,480.0,135.0,10.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-z-fold6
1632-6-10-6,Samsung,Galaxy Z Fold7,256GB,AT&T,700.0,650.0,600.0,115.0,20.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-z-fold7
1632-9-10-6,Samsung,Galaxy Z Fold7,256GB,T-Mobile,650.0,600.0,550.0,115.0,20.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-z-fold7
1632-7-10-6,Samsung,Galaxy Z Fold7,256GB,Verizon,450.0,400.0,350.0,40.0,20.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-z-fold7
1632-16-10-6,Samsung,Galaxy Z Fold7,256GB,Unlocked,800.0,750.0,700.0,150.0,20.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-z-fold7
1632-6-25-6,Samsung,Galaxy Z Fold7,512GB,AT&T,740.0,690.0,640.0,120.0,20.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-z-fold7
1632-9-25-6,Samsung,Galaxy Z Fold7,512GB,T-Mobile,690.0,640.0,590.0,120.0,20.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-z-fold7
1632-7-25-6,Samsung,Galaxy Z Fold7,512GB,Verizon,490.0,440.0,390.0,45.0,20.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-z-fold7
1632-16-25-6,Samsung,Galaxy Z Fold7,512GB,Unlocked,840.0,790.0,740.0,155.0,20.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-z-fold7
1632-6-26-6,Samsung,Galaxy Z Fold7,1TB,AT&T,770.0,720.0,670.0,125.0,20.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-z-fold7
1632-9-26-6,Samsung,Galaxy Z Fold7,1TB,T-Mobile,720.0,670.0,620.0,125.0,20.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-z-fold7
1632-7-26-6,Samsung,Galaxy Z Fold7,1TB,Verizon,520.0,470.0,420.0,50.0,20.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-z-fold7
1632-16-26-6,Samsung,Galaxy Z Fold7,1TB,Unlocked,870.0,820.0,770.0,160.0,20.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-z-fold7
1142-6-9-1,Google,Pixel 7,128GB,AT&T,,40.0,25.0,5.0,,https://www.ocbuyback.com/sell/cell-phone/google/pixel-7
1142-7-9-1,Google,Pixel 7,128GB,Verizon,,40.0,25.0,5.0,,https://www.ocbuyback.com/sell/cell-phone/google/pixel-7
1142-16-9-1,Google,Pixel 7,128GB,Unlocked,,70.0,55.0,15.0,,https://www.ocbuyback.com/sell/cell-phone/google/pixel-7
1142-6-10-1,Google,Pixel 7,256GB,AT&T,,60.0,45.0,10.0,,https://www.ocbuyback.com/sell/cell-phone/google/pixel-7
1142-7-10-1,Google,Pixel 7,256GB,Verizon,,40.0,25.0,5.0,,https://www.ocbuyback.com/sell/cell-phone/google/pixel-7
1142-16-10-1,Google,Pixel 7,256GB,Unlocked,,90.0,75.0,25.0,,https://www.ocbuyback.com/sell/cell-phone/google/pixel-7
1143-6-9-6,Google,Pixel 7 Pro,128GB,AT&T,95.0,55.0,40.0,5.0,,https://www.ocbuyback.com/sell/cell-phone/google/pixel-7-pro
1143-7-9-6,Google,Pixel 7 Pro,128GB,Verizon,75.0,45.0,30.0,10.0,,https://www.ocbuyback.com/sell/cell-phone/google/pixel-7-pro
1143-16-9-6,Google,Pixel 7 Pro,128GB,Unlocked,155.0,115.0,100.0,20.0,,https://www.ocbuyback.com/sell/cell-phone/google/pixel-7-pro
1143-6-10-6,Google,Pixel 7 Pro,256GB,AT&T,115.0,75.0,60.0,10.0,,https://www.ocbuyback.com/sell/cell-phone/google/pixel-7-pro
1143-7-10-6,Google,Pixel 7 Pro,256GB,Verizon,95.0,55.0,40.0,10.0,,https://www.ocbuyback.com/sell/cell-phone/google/pixel-7-pro
1143-16-10-6,Google,Pixel 7 Pro,256GB,Unlocked,175.0,135.0,120.0,20.0,,https://www.ocbuyback.com/sell/cell-phone/google/pixel-7-pro
1143-6-25-6,Google,Pixel 7 Pro,512GB,AT&T,120.0,80.0,65.0,10.0,,https://www.ocbuyback.com/sell/cell-phone/google/pixel-7-pro
1143-7-25-6,Google,Pixel 7 Pro,512GB,Verizon,100.0,60.0,45.0,10.0,,https://www.ocbuyback.com/sell/cell-phone/google/pixel-7-pro
1143-16-25-6,Google,Pixel 7 Pro,512GB,Unlocked,180.0,140.0,125.0,20.0,,https://www.ocbuyback.com/sell/cell-phone/google/pixel-7-pro
1303-6-9-1,Google,Pixel 7a,128GB,AT&T,,90.0,70.0,10.0,,https://www.ocbuyback.com/sell/cell-phone/google/pixel-7a
1303-9-9-1,Google,Pixel 7a,128GB,T-Mobile,,65.0,45.0,10.0,,https://www.ocbuyback.com/sell/cell-phone/google/pixel-7a
1303-7-9-1,Google,Pixel 7a,128GB,Verizon,,55.0,35.0,5.0,,https://www.ocbuyback.com/sell/cell-phone/google/pixel-7a
1303-16-9-1,Google,Pixel 7a,128GB,Unlocked,,115.0,95.0,15.0,,https://www.ocbuyback.com/sell/cell-phone/google/pixel-7a
1304-16-10-6,Google,Pixel Fold,256GB,Unlocked,225.0,175.0,150.0,35.0,,https://www.ocbuyback.com/sell/cell-phone/google/pixel-fold
1304-16-25-6,Google,Pixel Fold,512GB,Unlocked,265.0,215.0,190.0,36.0,,https://www.ocbuyback.com/sell/cell-phone/google/pixel-fold
1323-6-9-6,Google,Pixel 8,128GB,AT&T,175.0,135.0,115.0,25.0,,https://www.ocbuyback.com/sell/cell-phone/google/pixel-8
1323-9-9-6,Google,Pixel 8,128GB,T-Mobile,150.0,110.0,90.0,20.0,,https://www.ocbuyback.com/sell/cell-phone/google/pixel-8
1323-7-9-6,Google,Pixel 8,128GB,Verizon,150.0,110.0,90.0,35.0,,https://www.ocbuyback.com/sell/cell-phone/google/pixel-8
1323-16-9-6,Google,Pixel 8,128GB,Unlocked,200.0,160.0,140.0,50.0,,https://www.ocbuyback.com/sell/cell-phone/google/pixel-8
1323-6-10-6,Google,Pixel 8,256GB,AT&T,200.0,160.0,140.0,35.0,,https://www.ocbuyback.com/sell/cell-phone/google/pixel-8
1323-9-10-6,Google,Pixel 8,256GB,T-Mobile,175.0,135.0,115.0,30.0,,https://www.ocbuyback.com/sell/cell-phone/google/pixel-8
1323-7-10-6,Google,Pixel 8,256GB,Verizon,175.0,135.0,115.0,45.0,,https://www.ocbuyback.com/sell/cell-phone/google/pixel-8
1323-16-10-6,Google,Pixel 8,256GB,Unlocked,225.0,185.0,165.0,60.0,,https://www.ocbuyback.com/sell/cell-phone/google/pixel-8
1324-6-9-6,Google,Pixel 8 Pro,128GB,AT&T,235.0,185.0,140.0,20.0,,https://www.ocbuyback.com/sell/cell-phone/google/pixel-8-pro
1324-9-9-6,Google,Pixel 8 Pro,128GB,T-Mobile,215.0,165.0,120.0,20.0,,https://www.ocbuyback.com/sell/cell-phone/google/pixel-8-pro
1324-16-9-6,Google,Pixel 8 Pro,128GB,Unlocked,265.0,215.0,170.0,40.0,,https://www.ocbuyback.com/sell/cell-phone/google/pixel-8-pro
1324-6-10-6,Google,Pixel 8 Pro,256GB,AT&T,245.0,195.0,150.0,22.0,,https://www.ocbuyback.com/sell/cell-phone/google/pixel-8-pro
1324-9-10-6,Google,Pixel 8 Pro,256GB,T-Mobile,225.0,175.0,130.0,22.0,,https://www.ocbuyback.com/sell/cell-phone/google/pixel-8-pro
1324-16-10-6,Google,Pixel 8 Pro,256GB,Unlocked,275.0,225.0,180.0,42.0,,https://www.ocbuyback.com/sell/cell-phone/google/pixel-8-pro
1324-6-25-6,Google,Pixel 8 Pro,512GB,AT&T,265.0,215.0,160.0,23.0,,https://www.ocbuyback.com/sell/cell-phone/google/pixel-8-pro
1324-9-25-6,Google,Pixel 8 Pro,512GB,T-Mobile,245.0,195.0,150.0,23.0,,https://www.ocbuyback.com/sell/cell-phone/google/pixel-8-pro
1324-16-25-6,Google,Pixel 8 Pro,512GB,Unlocked,265.0,215.0,170.0,23.0,,https://www.ocbuyback.com/sell/cell-phone/google/pixel-8-pro
1324-6-26-6,Google,Pixel 8 Pro,1TB,AT&T,275.0,225.0,170.0,25.0,,https://www.ocbuyback.com/sell/cell-phone/google/pixel-8-pro
1324-9-26-6,Google,Pixel 8 Pro,1TB,T-Mobile,255.0,205.0,160.0,25.0,,https://www.ocbuyback.com/sell/cell-phone/google/pixel-8-pro
1324-16-26-6,Google,Pixel 8 Pro,1TB,Unlocked,305.0,255.0,200.0,40.0,,https://www.ocbuyback.com/sell/cell-phone/google/pixel-8-pro
1350-6-9-6,Google,Pixel 8a,128GB,AT&T,155.0,115.0,95.0,10.0,5.0,https://www.ocbuyback.com/sell/cell-phone/google/pixel-8a
1350-7-9-6,Google,Pixel 8a,128GB,Verizon,130.0,90.0,70.0,10.0,5.0,https://www.ocbuyback.com/sell/cell-phone/google/pixel-8a
1350-16-9-6,Google,Pixel 8a,128GB,Unlocked,180.0,140.0,120.0,20.0,5.0,https://www.ocbuyback.com/sell/cell-phone/google/pixel-8a
1350-6-10-6,Google,Pixel 8a,256GB,AT&T,165.0,125.0,105.0,10.0,5.0,https://www.ocbuyback.com/sell/cell-phone/google/pixel-8a
1350-7-10-6,Google,Pixel 8a,256GB,Verizon,140.0,100.0,80.0,10.0,5.0,https://www.ocbuyback.com/sell/cell-phone/google/pixel-8a
1350-16-10-6,Google,Pixel 8a,256GB,Unlocked,190.0,150.0,130.0,20.0,5.0,https://www.ocbuyback.com/sell/cell-phone/google/pixel-8a
1564-16-10-6,Google,Pixel 9 Pro Fold,256GB,Unlocked,510.0,460.0,410.0,110.0,20.0,https://www.ocbuyback.com/sell/cell-phone/google/pixel-9-pro-fold
1564-16-25-6,Google,Pixel 9 Pro Fold,512GB,Unlocked,540.0,490.0,440.0,120.0,20.0,https://www.ocbuyback.com/sell/cell-phone/google/pixel-9-pro-fold
1565-16-9-6,Google,Pixel 9,128GB,Unlocked,285.0,235.0,185.0,50.0,10.0,https://www.ocbuyback.com/sell/cell-phone/google/pixel-9
1565-16-10-6,Google,Pixel 9,256GB,Unlocked,305.0,255.0,205.0,50.0,10.0,https://www.ocbuyback.com/sell/cell-phone/google/pixel-9
1601-6-9-6,Google,Pixel 9a,128GB,AT&T,200.0,150.0,120.0,25.0,10.0,https://www.ocbuyback.com/sell/cell-phone/google/pixel-9a
1601-9-9-6,Google,Pixel 9a,128GB,T-Mobile,175.0,125.0,95.0,25.0,10.0,https://www.ocbuyback.com/sell/cell-phone/google/pixel-9a
1601-16-9-6,Google,Pixel 9a,128GB,Unlocked,225.0,175.0,145.0,50.0,10.0,https://www.ocbuyback.com/sell/cell-phone/google/pixel-9a
1601-6-10-6,Google,Pixel 9a,256GB,AT&T,220.0,170.0,140.0,30.0,10.0,https://www.ocbuyback.com/sell/cell-phone/google/pixel-9a
1601-9-10-6,Google,Pixel 9a,256GB,T-Mobile,195.0,145.0,115.0,10.0,10.0,https://www.ocbuyback.com/sell/cell-phone/google/pixel-9a
1601-16-10-6,Google,Pixel 9a,256GB,Unlocked,245.0,195.0,165.0,55.0,10.0,https://www.ocbuyback.com/sell/cell-phone/google/pixel-9a
1566-16-9-6,Google,Pixel 9 Pro,128GB,Unlocked,320.0,270.0,230.0,55.0,10.0,https://www.ocbuyback.com/sell/cell-phone/google/pixel-9-pro
1566-16-10-6,Google,Pixel 9 Pro,256GB,Unlocked,350.0,300.0,260.0,57.0,10.0,https://www.ocbuyback.com/sell/cell-phone/google/pixel-9-pro
1566-16-25-6,Google,Pixel 9 Pro,512GB,Unlocked,370.0,320.0,280.0,60.0,10.0,https://www.ocbuyback.com/sell/cell-phone/google/pixel-9-pro
1566-16-26-6,Google,Pixel 9 Pro,1TB,Unlocked,395.0,345.0,305.0,65.0,10.0,https://www.ocbuyback.com/sell/cell-phone/google/pixel-9-pro
1567-16-9-6,Google,Pixel 9 Pro XL,128GB,Unlocked,380.0,330.0,280.0,75.0,10.0,https://www.ocbuyback.com/sell/cell-phone/google/pixel-9-pro-xl
1567-16-10-6,Google,Pixel 9 Pro XL,256GB,Unlocked,390.0,340.0,290.0,80.0,10.0,https://www.ocbuyback.com/sell/cell-phone/google/pixel-9-pro-xl
1567-16-25-6,Google,Pixel 9 Pro XL,512GB,Unlocked,420.0,370.0,320.0,85.0,10.0,https://www.ocbuyback.com/sell/cell-phone/google/pixel-9-pro-xl
1567-16-26-6,Google,Pixel 9 Pro XL,1TB,Unlocked,440.0,390.0,330.0,90.0,10.0,https://www.ocbuyback.com/sell/cell-phone/google/pixel-9-pro-xl
4251-6-10-6,Google,Pixel 10 Pro Fold,256GB,AT&T,560.0,510.0,470.0,90.0,20.0,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro-fold
4251-9-10-6,Google,Pixel 10 Pro Fold,256GB,T-Mobile,510.0,460.0,420.0,65.0,20.0,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro-fold
4251-7-10-6,Google,Pixel 10 Pro Fold,256GB,Verizon,310.0,260.0,220.0,25.0,20.0,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro-fold
4251-16-10-6,Google,Pixel 10 Pro Fold,256GB,Unlocked,730.0,680.0,580.0,90.0,20.0,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro-fold
4251-6-25-6,Google,Pixel 10 Pro Fold,512GB,AT&T,590.0,540.0,500.0,105.0,20.0,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro-fold
4251-9-25-6,Google,Pixel 10 Pro Fold,512GB,T-Mobile,540.0,490.0,450.0,80.0,20.0,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro-fold
4251-7-25-6,Google,Pixel 10 Pro Fold,512GB,Verizon,340.0,290.0,250.0,40.0,20.0,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro-fold
4251-16-25-6,Google,Pixel 10 Pro Fold,512GB,Unlocked,770.0,720.0,610.0,95.0,20.0,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro-fold
4251-6-26-6,Google,Pixel 10 Pro Fold,1TB,AT&T,620.0,570.0,530.0,120.0,20.0,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro-fold
4251-9-26-6,Google,Pixel 10 Pro Fold,1TB,T-Mobile,570.0,520.0,480.0,95.0,20.0,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro-fold
4251-7-26-6,Google,Pixel 10 Pro Fold,1TB,Verizon,370.0,320.0,280.0,55.0,20.0,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro-fold
4251-16-26-6,Google,Pixel 10 Pro Fold,1TB,Unlocked,810.0,760.0,660.0,100.0,20.0,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro-fold
4252-6-9-6,Google,Pixel 10,128GB,AT&T,355.0,305.0,280.0,50.0,10.0,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10
4252-9-9-6,Google,Pixel 10,128GB,T-Mobile,330.0,280.0,255.0,25.0,10.0,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10
4252-7-9-6,Google,Pixel 10,128GB,Verizon,180.0,130.0,105.0,30.0,10.0,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10
4252-16-9-6,Google,Pixel 10,128GB,Unlocked,380.0,330.0,285.0,50.0,10.0,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10
4252-6-10-6,Google,Pixel 10,256GB,AT&T,375.0,325.0,300.0,60.0,,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10
4252-9-10-6,Google,Pixel 10,256GB,T-Mobile,350.0,300.0,275.0,35.0,10.0,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10
4252-7-10-6,Google,Pixel 10,256GB,Verizon,200.0,150.0,125.0,44.0,10.0,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10
4252-16-10-6,Google,Pixel 10,256GB,Unlocked,400.0,350.0,305.0,47.0,10.0,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10
4253-6-9-6,Google,Pixel 10 Pro,128GB,AT&T,400.0,350.0,330.0,50.0,10.0,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro
4253-9-9-6,Google,Pixel 10 Pro,128GB,T-Mobile,400.0,350.0,330.0,50.0,10.0,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro
4253-7-9-6,Google,Pixel 10 Pro,128GB,Verizon,250.0,200.0,180.0,47.0,10.0,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro
4253-16-9-6,Google,Pixel 10 Pro,128GB,Unlocked,465.0,415.0,355.0,55.0,10.0,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro
4253-6-10-6,Google,Pixel 10 Pro,256GB,AT&T,465.0,415.0,395.0,60.0,10.0,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro
4253-9-10-6,Google,Pixel 10 Pro,256GB,T-Mobile,465.0,415.0,395.0,60.0,10.0,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro
4253-7-10-6,Google,Pixel 10 Pro,256GB,Verizon,315.0,265.0,245.0,50.0,10.0,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro
4253-16-10-6,Google,Pixel 10 Pro,256GB,Unlocked,505.0,455.0,405.0,60.0,10.0,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro
4253-6-25-6,Google,Pixel 10 Pro,512GB,AT&T,485.0,435.0,415.0,70.0,10.0,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro
4253-9-25-6,Google,Pixel 10 Pro,512GB,T-Mobile,485.0,435.0,415.0,70.0,10.0,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro
4253-7-25-6,Google,Pixel 10 Pro,512GB,Verizon,335.0,285.0,265.0,55.0,10.0,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro
4253-16-25-6,Google,Pixel 10 Pro,512GB,Unlocked,540.0,490.0,440.0,70.0,10.0,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro
4253-6-26-6,Google,Pixel 10 Pro,1TB,AT&T,500.0,450.0,430.0,85.0,10.0,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro
4253-9-26-6,Google,Pixel 10 Pro,1TB,T-Mobile,500.0,450.0,430.0,85.0,10.0,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro
4253-7-26-6,Google,Pixel 10 Pro,1TB,Verizon,350.0,300.0,280.0,60.0,10.0,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro
4253-16-26-6,Google,Pixel 10 Pro,1TB,Unlocked,550.0,500.0,430.0,85.0,10.0,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro
4254-6-10-6,Google,Pixel 10 Pro XL,256GB,AT&T,440.0,390.0,370.0,65.0,10.0,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro-xl
4254-9-10-6,Google,Pixel 10 Pro XL,256GB,T-Mobile,415.0,365.0,345.0,65.0,10.0,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro-xl
4254-7-10-6,Google,Pixel 10 Pro XL,256GB,Verizon,300.0,250.0,230.0,50.0,10.0,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro-xl
4254-16-10-6,Google,Pixel 10 Pro XL,256GB,Unlocked,525.0,475.0,405.0,65.0,10.0,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro-xl
4254-6-25-6,Google,Pixel 10 Pro XL,512GB,AT&T,475.0,425.0,405.0,75.0,10.0,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro-xl
4254-9-25-6,Google,Pixel 10 Pro XL,512GB,T-Mobile,450.0,400.0,380.0,75.0,10.0,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro-xl
4254-7-25-6,Google,Pixel 10 Pro XL,512GB,Verizon,335.0,285.0,265.0,50.0,10.0,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro-xl
4254-16-25-6,Google,Pixel 10 Pro XL,512GB,Unlocked,550.0,500.0,430.0,95.0,10.0,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro-xl
4254-6-26-6,Google,Pixel 10 Pro XL,1TB,AT&T,490.0,440.0,420.0,90.0,10.0,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro-xl
4254-9-26-6,Google,Pixel 10 Pro XL,1TB,T-Mobile,465.0,415.0,395.0,90.0,10.0,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro-xl
4254-7-26-6,Google,Pixel 10 Pro XL,1TB,Verizon,350.0,300.0,280.0,50.0,10.0,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro-xl
4254-16-26-6,Google,Pixel 10 Pro XL,1TB,Unlocked,575.0,525.0,450.0,110.0,10.0,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro-xl
449-16-10-1,OnePlus,8 5G,256GB,Unlocked,,90.0,80.0,15.0,5.0,https://www.ocbuyback.com/sell/cell-phone/oneplus/8-5g
450-16-10-1,OnePlus,8 Pro,256GB,Unlocked,,125.0,105.0,35.0,5.0,https://www.ocbuyback.com/sell/cell-phone/oneplus/8-pro
657-9-9-6,OnePlus,9,128GB,T-Mobile,100.0,70.0,60.0,10.0,5.0,https://www.ocbuyback.com/sell/cell-phone/oneplus/9
657-7-9-6,OnePlus,9,128GB,Verizon,110.0,80.0,70.0,10.0,5.0,https://www.ocbuyback.com/sell/cell-phone/oneplus/9
657-16-9-6,OnePlus,9,128GB,Unlocked,120.0,90.0,80.0,15.0,5.0,https://www.ocbuyback.com/sell/cell-phone/oneplus/9
657-9-10-6,OnePlus,9,256GB,T-Mobile,115.0,85.0,75.0,15.0,5.0,https://www.ocbuyback.com/sell/cell-phone/oneplus/9
657-7-10-6,OnePlus,9,256GB,Verizon,125.0,95.0,85.0,15.0,5.0,https://www.ocbuyback.com/sell/cell-phone/oneplus/9
657-16-10-6,OnePlus,9,256GB,Unlocked,135.0,105.0,95.0,20.0,5.0,https://www.ocbuyback.com/sell/cell-phone/oneplus/9
504-9-9-6,OnePlus,9 Pro,128GB,T-Mobile,130.0,90.0,70.0,10.0,,https://www.ocbuyback.com/sell/cell-phone/oneplus/9-pro
504-7-9-6,OnePlus,9 Pro,128GB,Verizon,140.0,110.0,90.0,20.0,,https://www.ocbuyback.com/sell/cell-phone/oneplus/9-pro
504-16-9-6,OnePlus,9 Pro,128GB,Unlocked,150.0,110.0,90.0,20.0,,https://www.ocbuyback.com/sell/cell-phone/oneplus/9-pro
504-9-10-6,OnePlus,9 Pro,256GB,T-Mobile,150.0,110.0,90.0,10.0,,https://www.ocbuyback.com/sell/cell-phone/oneplus/9-pro
504-7-10-6,OnePlus,9 Pro,256GB,Verizon,160.0,120.0,100.0,35.0,,https://www.ocbuyback.com/sell/cell-phone/oneplus/9-pro
504-16-10-6,OnePlus,9 Pro,256GB,Unlocked,170.0,130.0,110.0,35.0,,https://www.ocbuyback.com/sell/cell-phone/oneplus/9-pro
1141-9-9-1,OnePlus,10 Pro,128GB,T-Mobile,,75.0,50.0,10.0,,https://www.ocbuyback.com/sell/cell-phone/oneplus/10-pro
1141-16-9-6,OnePlus,10 Pro,128GB,Unlocked,210.0,125.0,100.0,70.0,,https://www.ocbuyback.com/sell/cell-phone/oneplus/10-pro
1141-9-10-1,OnePlus,10 Pro,256GB,T-Mobile,,105.0,80.0,12.0,,https://www.ocbuyback.com/sell/cell-phone/oneplus/10-pro
1141-16-10-6,OnePlus,10 Pro,256GB,Unlocked,265.0,210.0,205.0,22.0,,https://www.ocbuyback.com/sell/cell-phone/oneplus/10-pro
1141-9-25-1,OnePlus,10 Pro,512GB,T-Mobile,,105.0,80.0,13.0,,https://www.ocbuyback.com/sell/cell-phone/oneplus/10-pro
1141-16-25-1,OnePlus,10 Pro,512GB,Unlocked,,155.0,130.0,23.0,,https://www.ocbuyback.com/sell/cell-phone/oneplus/10-pro
